ProfessorName,Number5s,Number4s,Number3s,Number2s,Number1s
"LaGory, D",6,10,1,2,0
"Konopacki, M",10,3,4,2,3
"Schiavone, M",3,9,2,6,1
"Bybee, R",9,3,3,6,2
"Frye, C",5,11,3,2,3
"Shantz, K",1,1,5,3,3
"Hall, J",8,2,6,6,3
"Schreiner, S",10,12,2,6,2
"Kozma, A",6,13,5,2,2
"Baird, R",2,12,1,1,0
"Uyanik, C",5,9,5,1,1
"Lanius, M",0,13,6,6,2
"Wolbert, S",11,7,2,5,2
"Delcourt, M",1,8,6,6,0
"Kim, S",5,10,6,3,1
"Schenck, H",12,3,5,1,1
"Wyser, B",3,13,6,4,3
"Longfield, S",10,4,2,2,0
"Xu, S",4,10,3,5,2
"Bell, M",1,8,2,2,1
"Gultepe, F",10,11,2,5,2
"Tyson, J",12,13,5,5,3
"Xiao, M",1,11,6,1,0
"Van Den Dries, L",8,6,3,3,1
"Malkiewich, C",12,6,3,5,2
"Sapir, E",11,8,1,6,1
"Samart, D",11,11,3,0,0
"Solecki, S",1,2,2,6,1
"Tramel, R",13,11,4,4,0
"Wang, Y",12,11,6,3,0
"Molla, T",3,4,3,1,1
"Degnan, P",0,3,4,5,2
"Elbel, S",5,9,1,6,1
"Socie, D",2,11,3,6,3
"Tofangchi, A",4,8,2,0,1
"Deja, R",7,3,5,6,0
"Belkind, N",6,5,3,0,1
"Moorhouse, L",11,1,2,6,3
"Williams, G",11,11,2,0,0
"Bergonzi, L",9,8,3,1,1
"May, C",4,7,4,6,2
"Macklin, C",3,5,2,1,3
"Praeger, U",6,5,2,1,1
"Moersch, C",11,9,2,6,0
"Hasler, C",12,11,1,0,2
"O'Hara, M",11,9,6,4,2
"Keller, J",7,11,6,3,3
"Alsup, C",13,13,6,5,1
"Bernal, J",13,6,1,1,3
"Polk, A",0,1,6,2,2
"Chemla, Y",0,1,2,2,1
"Eastburn, D",0,10,6,3,3
"Selin, J",13,6,1,5,2
"Rumsey, J",14,1,6,6,3
"Braverman, M",6,7,2,0,3
"Allen, N",1,5,6,2,1
"Galvez, R",14,5,6,3,0
"Eagle, D",14,1,3,5,3
"Nielsen, C",7,4,6,6,3
"Averkamp, C",8,7,6,3,3
"Harris, D",9,5,5,3,0
"Yoon, S",3,6,3,2,1
"Birkenholtz, J",3,2,2,2,0
"Ruddell, J",13,6,4,4,3
"Lum, C",4,2,5,2,2
"Williams, D",5,9,2,5,0
"Haring, D",4,13,6,5,3
"Loucks, T",5,7,5,0,0
"Cetin, P",9,6,6,3,2
"Sherrill, M",5,12,5,3,1
"Bin Khidzer, M",13,3,5,5,2
"Brooks, J",11,3,2,5,3
"Holtzclaw-Stone, H",0,2,6,3,3
"Cragoe, N",8,13,4,3,0
"Lavizzo, M",0,5,3,1,0
"Mann, K",10,12,1,5,3
"DeCarlo, A",2,6,3,3,3
"Monda-Amaya, L",6,3,6,4,1
"Cummings, K",13,9,4,4,1
"Israel, M",7,7,6,5,0
"Li, Y",0,3,6,3,1
"Yang, F",12,9,6,5,0
"Banerjee, S",5,8,5,6,3
"Guerrier, S",12,7,3,6,0
"Chan, S",5,2,3,2,3
"Hsieh, Y",7,3,4,2,2
"Thiel, S",11,2,2,6,0
"Bennett, R",13,5,4,2,0
"Rundell, J",4,12,1,4,3
"Davis, P",4,4,1,6,1
"Tian, L",6,2,3,4,3
"Sherman, S",5,2,6,1,0
"McMillan, A",0,4,1,0,1
"Morocoima de Bl, R",2,7,6,3,2
"Balaminut, L",3,9,6,1,1
"Williams, J",9,7,6,1,2
"Wang, D",12,3,4,1,3
"Shaw, J",9,9,6,6,3
"Fotzler, J",6,13,3,6,2
"Meier, W",1,8,2,1,2
"Sanford, S",8,9,1,0,1
"Liao, W",5,8,1,4,0
"Bauer, E",7,7,1,0,3
"Jiang, M",13,12,1,5,1
"Chalioti, E",3,11,3,0,1
"Bloch, M",2,1,1,3,3
"Burger, R",0,11,1,3,3
"Shoemaker, E",8,8,5,3,0
"Toprak, E",4,8,4,3,2
"Miles, J",9,5,1,2,0
"Kantack, B",13,7,3,6,2
"Paschall, C",9,8,2,1,0
"Zhu, X",8,13,5,5,1
"He, S",10,2,3,6,3
"Bauer, A",8,6,4,3,2
"Sandretto, M",9,10,6,4,1
"Johnson, J",3,2,4,6,0
"Rios-Neto, E",9,13,2,3,1
"Rubin, O",2,6,6,5,0
"Barnard, J",14,7,6,6,3
"Moore, S",4,5,1,4,3
"Nelson, S",1,1,3,5,2
"Sizemore, C",2,8,2,3,2
"Ang, Q",12,7,5,0,3
"Munaretto, C",9,4,3,6,1
"Ruiz-Rodriguez, C",10,9,5,1,2
"Carter, A",9,9,5,6,1
"Clancy, K",14,6,4,3,2
"Pauketat, T",12,5,3,1,0
"Waldrep, L",7,3,1,0,1
"Carpenter, J",10,6,1,4,2
"Landau, J",12,13,2,5,2
"Henry, M",10,1,2,4,1
"White, B",2,3,1,6,3
"Ng, A",2,1,6,5,1
"Fernandez Corra, C",6,12,4,0,1
"Leblebici, H",10,5,1,3,1
"Qualls, W",4,13,3,2,1
"Tienou, D",6,11,4,2,1
"Sunia, P",7,1,2,0,0
"Khatiblou, R",4,7,3,1,2
"Minicucci, M",11,1,6,6,0
"Hernandez-Urrea, J",11,1,3,4,3
"Work, D",5,11,1,2,3
"Kang, T",4,4,3,6,0
"Huynh, M",0,13,2,1,3
"Bhatti, M",6,5,1,3,2
"Krumov, M",5,12,2,6,0
"Nawa, E",7,1,4,5,0
"Yoon, Y",3,8,3,4,3
"Pang, W",12,13,4,0,0
"Ibrahim, G",4,2,2,5,0
"Brown, T",1,7,1,6,3
"Li, J",3,11,2,0,1
"Cadavillo, N",4,6,4,1,2
"Baig, N",11,6,4,2,3
"Wang, Y",14,10,4,4,2
"Wang, J",10,4,2,3,3
"Oswald, K",1,13,2,5,0
"Nwaozuru, U",14,7,1,3,2
"Siebel, M",12,3,4,0,1
"Jackson, J",11,4,4,1,2
"Stellrecht, A",11,10,3,6,3
"Pierce, D",7,2,6,1,0
"Kessler, M",11,12,6,2,1
"Harrison, D",11,12,2,4,3
"Olguin, A",13,5,2,3,1
"Gerardo, J",10,4,1,2,0
"Presiado, V",2,1,1,5,3
"Chandler, E",11,12,5,0,0
"Tewksbury, D",11,13,2,4,3
"Wehrman, E",11,7,2,3,1
"Weinzierl, R",2,10,3,4,1
"Riechers, D",9,13,2,4,2
"Hellwig, M",7,9,4,0,2
"Heath, M",0,11,1,0,2
"Hook, S",10,7,3,3,0
"Lou, W",11,5,1,5,0
"Kar, A",3,9,1,2,2
"Akyol, E",12,9,4,1,1
"Carney, P",5,9,4,6,3
"Gao, X",14,4,5,0,3
"Patel, J",3,7,2,3,2
"Pilawa Podgursk, R",12,2,4,6,1
"Overbye, T",11,3,2,0,0
"Bolouki, S",1,13,6,6,1
"Nicol, D",4,9,5,5,2
"Cooke, D",4,3,5,0,1
"Sun, L",5,12,3,3,3
"Olivares Gonzal, M",14,3,5,1,2
"D'Almeida, F",13,7,6,2,3
"Koenker, R",4,4,3,0,3
"Yeong, H",14,3,5,6,0
"Chanda, D",14,12,3,5,1
"Taub, N",8,11,4,3,1
"Wilcox, K",6,13,3,5,3
"Sutor, S",2,2,6,0,2
"Clauson, M",13,4,6,3,3
"Worm, T",5,3,4,3,2
"Wang, S",10,5,5,3,3
"Benbouazza, M",1,8,5,4,0
"Ghaderi, A",14,9,3,4,3
"Prieu, C",14,8,1,2,3
"Ndiaye, G",13,7,2,1,2
"Curtin, S",11,8,3,3,3
"Olah, A",14,12,3,1,0
"Singh, G",7,13,3,1,1
"Liu, J",12,10,6,2,3
"Ramprasad, V",14,8,1,0,3
"Zhou, Q",10,8,6,2,0
"Marshak, S",8,12,4,3,3
"Berding, R",0,2,3,5,0
"Metzel, P",11,6,4,2,0
"Zhang, G",11,8,5,2,2
"Park, U",12,8,1,1,3
"Kaste, K",2,8,2,3,1
"Boten, J",0,10,2,0,0
"Surratt, A",9,13,5,4,3
"Sullivan, E",4,12,2,2,1
"Baer, N",8,11,6,6,1
"Orozco Villican, M",4,5,1,1,0
"Faruque, A",3,7,5,3,3
"Kotowski, J",7,6,5,5,1
"Ewing, C",7,5,1,5,3
"Turner, D",13,7,5,2,0
"Heinold, J",5,3,4,0,2
"Rogaar, E",6,11,5,5,2
"Sanchez, M",7,5,2,5,0
"Keniston, W",14,10,5,0,1
"Harbaugh, A",8,10,6,4,1
"Koenker, D",2,12,5,4,2
"Harshman, D",11,1,5,5,2
"Jacobs, T",1,2,5,4,3
"Sears, K",1,2,6,5,3
"Miller, A",1,4,2,4,0
"Bhargava, P",5,6,4,3,2
"Spagnolo, P",3,5,1,6,2
"Iida, K",9,10,6,2,3
"Baumgartner, N",5,10,1,1,2
"Chung, H",9,12,3,5,2
"Woods, J",8,2,6,6,3
"Sinha, A",9,11,1,3,1
"Vogel, M",11,8,2,0,3
"Jones, F",4,2,4,5,1
"Beckett, J",4,3,1,4,1
"Sacco, M",4,10,5,4,3
"Labarbera-Twaro, E",3,3,1,3,1
"Hershfield, D",12,7,3,2,3
"Kimball, A",6,13,1,1,3
"Catedral, L",4,13,6,1,0
"Tanner, D",12,7,2,0,0
"Terkourafi, M",14,10,4,3,2
"Mughal, F",3,12,5,6,1
"LeCrone, J",4,6,4,6,2
"Thompson, C",6,3,4,6,1
"Viruell-Fuentes, E",4,7,2,0,2
"Strain, G",2,11,2,4,1
"Metzger, M",3,7,1,5,0
"Sisneros-Thiry, S",9,7,1,2,3
"Romney, M",9,1,3,3,1
"Malik, A",6,8,6,3,0
"Monical, C",13,9,3,3,3
"Loeb, S",9,5,3,4,1
"Yager, D",9,13,1,6,1
"Miller, A",1,9,3,1,1
"D'Angelo, J",0,6,4,4,1
"Rybka, K",8,6,2,2,0
"Slauch, J",6,12,3,0,1
"Gilliland, M",2,7,6,1,1
"Jacobi, A",14,13,5,5,2
"Traina, N",12,8,6,6,2
"Kilian, K",2,1,4,6,2
"Sugg, W",1,5,4,1,0
"Tipei, S",3,2,5,1,3
"Aben, K",14,6,1,2,2
"Verone, A",9,5,4,5,1
"Currie, B",13,12,4,0,3
"Ross, R",0,4,3,2,1
"Selen, M",6,2,1,2,1
"Martinez Outsch, V",11,12,4,4,3
"Lassi, T",12,7,3,2,0
"Johnson, T",4,11,5,2,2
"Neville, A",2,3,6,2,1
"Burke, A",14,1,5,0,0
"Morelock, J",12,8,5,3,0
"Schwarb, H",1,5,4,6,3
"Quintana Wulf, I",5,3,3,5,1
"Shelledy, M",5,5,2,3,2
"Guragain, M",10,10,1,2,2
"Safstrom, M",11,11,4,0,1
"McLean, S",11,3,3,2,0
"Liu, Z",14,12,2,4,2
"Hamdy, H",0,5,1,4,3
"Ostler, T",9,3,5,6,3
"Washo, C",6,11,4,4,0
"Cruickshank, D",0,7,5,6,1
"Halloran, J",12,10,6,0,3
"Drew, J",11,8,4,4,2
"Meadan-Kaplansk, H",7,1,4,2,2
"Hughes, M",6,8,5,1,0
"Laska, K",13,7,5,2,2
"Hurwitt, S",7,3,2,1,3
"Xue, F",14,12,3,5,1
"Yao, S",10,3,5,3,1
"Johnson, H",9,9,3,6,3
"Tortorelli, D",4,1,5,1,0
"Lee, A",8,2,1,1,3
"Arai, S",14,4,5,0,2
"Schwarzhaupt, M",11,8,3,5,2
"Nagle, A",12,9,6,3,1
"Ditman, S",8,7,2,0,1
"Rallo, T",2,5,3,5,1
"Stieren, B",14,11,2,5,2
"Shannon, R",8,7,2,5,0
"Wojnarowski, M",5,13,1,1,2
"Grembowski, T",6,8,1,3,1
"Harris, M",2,13,5,6,3
"Shanahan, M",11,4,6,4,0
"Cantieri, K",3,2,3,3,1
"Fan, Q",11,11,6,6,0
"Hillison, S",8,11,4,6,2
"Majors, T",1,6,5,6,3
"Nepal, A",5,6,3,6,3
"Clifton, R",7,2,3,1,1
"Jonkouski, G",8,11,3,0,3
"Chung, S",1,11,4,1,2
"Flure, L",5,13,3,6,3
"Suarez, C",6,13,4,3,0
"Thieman, E",14,1,4,6,3
"Zhao, K",11,8,1,1,2
"Shackelford, L",4,6,2,1,0
"Hermes, Z",10,7,5,6,3
"Cilingiroglu, I",6,2,3,6,2
"Wu, H",13,6,6,1,3
"Savina, G",14,10,1,6,0
"Wang, L",10,1,1,1,1
"Peterson, M",6,12,5,0,2
"Reeder, K",8,7,5,5,3
"Shin, S",11,2,1,0,1
"Hardegree-Ullma, E",9,9,1,5,0
"Antonio Vicente, L",4,8,6,5,2
"Harush, R",2,8,2,6,3
"Wei, Y",11,12,5,0,3
"Choi, H",0,2,3,4,1
"Venugopal, S",0,7,6,0,0
"Sahakyan, Z",2,2,3,0,0
"Sarhangian, S",12,1,3,2,3
"Weitzel, C",2,4,6,2,3
"Bhargava, R",2,1,2,1,0
"Walters, K",9,5,4,2,3
"Larsen, L",6,12,5,5,2
"Don, M",2,2,5,4,2
"Mesnard, N",0,9,6,4,2
"Sahn, S",3,2,1,0,1
"Lithgow, J",10,2,5,6,1
"Minsker, B",12,4,6,3,1
"Buttlar, W",6,3,4,4,2
"Rutherford, C",4,12,5,3,0
"Landry, B",14,3,6,4,2
"Peschel, J",10,2,1,3,1
"Henderson, J",13,10,2,2,3
"Overcash, J",3,9,1,4,3
"Jones, C",9,3,2,2,1
"Wickstrom, E",4,11,5,1,0
"An, L",0,6,4,3,3
"Chen, J",2,7,1,6,1
"Loh, K",14,3,2,1,3
"Strzepka, J",9,9,2,5,2
"Kapoor, I",3,10,5,3,0
"Tir, V",5,11,4,5,3
"Curtin, E",14,6,3,0,3
"Ghosh, A",11,10,6,6,3
"Hu, P",13,10,4,6,0
"Wyllie, R",7,2,3,6,0
"Fudala, P",7,4,6,3,0
"Cui, C",2,6,2,3,3
"Rosenberg, B",10,7,4,3,3
"Zhang, Z",9,6,1,4,1
"Killion, J",7,12,5,5,2
"Wegner, A",10,2,1,2,3
"Lao, K",11,4,1,0,3
"Miller, S",14,8,2,4,2
"Bailey, R",4,13,1,6,2
"Dlott, D",13,4,6,1,2
"Gray, D",12,1,1,5,3
"Gerlt, J",13,13,2,2,2
"Carlton, S",12,8,3,1,3
"Hann, L",9,9,1,3,2
"Zhang, Z",10,11,1,4,3
"Whobrey, T",12,3,4,3,1
"Cronenberg, S",10,4,5,5,1
"Lubienski, S",7,8,1,0,3
"Makowski, M",0,7,4,5,3
"Murray-Everett, N",8,12,5,0,3
"Korson, S",1,6,6,2,0
"Williams, M",9,7,4,6,2
"Insana, L",5,1,1,0,1
"Kiramba, L",14,3,2,1,1
"McComas, W",7,2,6,6,3
"Minion, S",2,9,5,6,3
"McVey, A",10,8,2,6,3
"Karatzoglou, O",14,2,1,4,3
"Gaon, S",4,1,2,6,1
"Lambert, N",8,1,4,6,1
"Mixon, A",3,1,3,5,3
"LaVoie, N",11,10,1,3,3
"Riles, J",1,1,1,4,2
"Pusateri, K",0,2,4,3,0
"McKean, P",11,6,2,4,2
"Gill, P",7,8,2,3,3
"Huhman, M",2,9,6,3,3
"Hudson, M",9,6,4,4,1
"Nahrstedt, K",9,13,1,0,1
"Young, J",2,3,5,1,0
"Levine, S",5,5,4,1,0
"Sharpe, M",11,2,1,4,1
"Behan, B",3,8,5,0,3
"Minin, S",2,4,3,5,3
"Franke, P",11,3,1,3,0
"Wang, X",11,10,4,0,0
"Hsiao, F",7,4,1,3,1
"Xia, T",6,11,4,1,0
"Frizzell, L",3,5,5,6,1
"Saenz Munoz, L",13,1,5,4,2
"Chae, J",5,5,2,4,0
"Szewerniak, W",0,4,6,5,2
"Ferraz Musse, I",7,9,3,6,1
"Hwang, I",1,2,1,1,1
"Lee, J",12,4,4,2,1
"Stevens, A",9,5,3,6,1
"Kelly, J",0,7,4,1,0
"Bottan, N",13,10,6,3,1
"Sadayuki, T",4,13,5,5,0
"Jachetta, C",3,8,1,6,1
"Sahajdack, T",2,6,2,1,2
"Zuo, B",0,7,5,5,3
"Aurelio Duarte, J",9,6,1,6,2
"Baer, W",10,13,6,2,1
"Carlson, J",1,5,1,0,2
"Vardanyan, A",11,4,2,0,1
"Shafer, R",12,10,1,6,0
"Fung, J",11,3,2,0,0
"Riley, B",7,9,6,3,3
"Feng, Z",6,6,4,0,1
"Paterson, A",14,9,6,5,1
"Markley, R",9,9,1,4,2
"Terry, C",10,6,1,2,2
"Johnson, A",4,4,3,0,2
"Earl, K",12,3,4,5,1
"Yates, J",14,8,6,3,1
"Berry, D",3,7,1,3,0
"Crues, R",5,4,6,2,0
"Haber, L",9,2,5,5,3
"Carroll, S",9,7,3,3,0
"Huang, R",0,5,3,3,2
"Oh, E",8,8,3,5,1
"Kim, H",4,5,5,6,2
"Polhuy, O",10,6,4,6,3
"Shahhosseini, M",9,7,4,4,1
"Reif, J",12,10,2,3,2
"Boukettaya, K",6,9,3,0,2
"Meritan, C",6,5,5,5,0
"Taddei, F",6,9,1,3,0
"Nicholas, J",12,7,1,3,2
"Berthelon, J",14,4,6,1,0
"Roach, R",7,12,4,4,3
"Garrow, L",12,5,4,3,1
"Lakhanpal, S",5,1,2,3,1
"Yin, J",12,8,2,0,0
"Jin, J",14,1,1,2,3
"Herrstrom, E",13,4,3,1,0
"Hurst, S",3,1,4,1,2
"Lundstrom, C",1,6,1,1,2
"Druhan, J",14,12,4,6,1
"Colomb, M",6,1,6,4,3
"Watzke, P",13,6,6,6,1
"Gresh, R",4,10,6,0,1
"Kulkarni, S",5,12,3,3,1
"Bui, L",4,1,1,0,0
"Britzman, K",8,9,2,4,3
"Klean Zwilling, J",5,3,6,2,1
"Izenstark, D",6,8,2,1,0
"Holman, E",12,11,2,3,1
"Heinhorst, J",9,3,2,1,3
"Davila, W",3,8,3,2,1
"Tong, H",13,9,6,4,0
"Murphy, E",14,11,2,4,0
"Levine, B",0,2,5,0,1
"Wortman, S",12,3,3,3,0
"Capell, N",10,2,5,1,1
"Zielinski, R",9,11,1,6,1
"Jones, T",6,9,2,0,0
"Ghayoori, A",14,4,2,2,2
"Gasser, L",1,2,2,3,2
"Emmons, R",14,9,2,4,1
"Dysterheft, J",11,2,1,3,3
"Phelps, A",7,10,1,5,1
"Trendowski, T",13,1,4,1,2
"Balto, J",10,9,1,3,0
"Pilutti, L",7,3,6,0,1
"Ensari, I",6,9,3,5,3
"Drollette, E",7,7,3,1,1
"Ellison, D",2,3,4,2,1
"Fanning, J",13,7,3,4,2
"Choi, Y",4,12,2,1,3
"Kuyumjian, M",0,12,6,6,1
"Benson, S",10,4,3,1,3
"Hawking, C",10,5,2,6,0
"Michael, D",12,1,4,0,3
"Carpenter, N",2,8,5,6,2
"Son, J",14,2,1,0,2
"Cole, J",11,4,3,2,3
"Lyons, K",3,4,4,1,2
"Bulkes, N",4,3,2,5,0
"Jenkins, C",14,1,6,5,1
"Estabrook, L",6,9,6,2,2
"Chen, H",9,2,1,2,0
"Oram, R",7,1,4,2,1
"D'Arpa, C",5,3,4,5,3
"Martinez, S",2,2,5,1,2
"Rodriguez, G",13,5,4,5,2
"Loza, M",9,5,5,0,3
"Prutzer, E",2,5,4,2,1
"Jiao, Y",10,2,2,2,0
"Jaher, D",7,8,5,3,3
"Hasler, J",1,12,5,5,2
"Huan, Z",11,6,3,1,3
"Wen, J",8,4,1,3,3
"Turmunkh, B",13,6,4,5,1
"Tebbe, A",1,3,6,5,1
"Yeakel, S",2,12,1,4,2
"Palmore, J",6,2,1,2,0
"Panagiotopoulos, A",0,8,1,5,2
"Agbanusi, I",12,13,1,5,3
"Lierl, J",6,8,6,3,0
"Francis, G",2,4,3,3,2
"Vondracek, Z",8,8,1,0,2
"Kapovitch, I",7,5,2,2,3
"Stolarsky, K",13,12,2,6,3
"Fuchs, E",14,5,6,0,3
"Robinson, G",1,13,4,3,3
"Kahn, C",13,5,6,1,1
"Bohlmann, M",7,1,6,1,3
"Clifton, B",8,10,4,5,2
"Koeln, J",11,3,3,3,2
"Correa Panesso, J",1,8,5,2,2
"Averback, R",14,7,2,5,0
"Rockett, A",5,12,5,3,0
"Smith, L",12,5,6,0,3
"Nguyen, D",5,3,4,3,3
"Sapp, T",4,10,6,4,0
"Lewis, R",12,6,2,0,2
"Farias Gonzalez, C",11,4,6,3,2
"Smith, S",4,4,5,2,3
"Axford, R",6,9,1,6,1
"Sullivan, C",6,2,2,3,1
"Mohaghegh, Z",8,1,3,1,2
"David, M",3,13,2,0,1
"Montanari, B",0,13,6,5,1
"Hodson, P",1,7,5,2,1
"Stodola, K",7,9,1,6,3
"Berg, B",2,11,2,6,2
"Tanner, T",5,2,6,3,3
"Bohall, J",1,2,3,0,2
"Owens, K",7,1,4,0,3
"Smith, A",0,9,5,2,3
"Whaley, K",7,6,2,0,1
"Clark, J",2,12,1,3,3
"Korman, D",6,9,6,3,3
"Errede, S",8,13,3,0,3
"Thaler, J",5,12,1,1,0
"Ryu, S",3,3,1,1,1
"Cawvey, M",6,1,3,0,1
"Chereson, P",13,10,4,5,2
"Usry, K",9,9,2,5,2
"Bowden, D",5,5,1,1,1
"Uribe, A",4,1,5,2,1
"Burge, R",9,10,6,5,3
"Wickesberg, R",12,12,3,6,2
"Brown-Schmidt, S",13,5,1,0,3
"Tatman, D",1,9,5,2,3
"Harry, D",12,4,1,6,0
"Davidson, W",14,1,5,5,2
"Price, D",7,4,4,4,1
"Ruppert, B",14,11,3,1,2
"Paden, L",11,2,1,6,3
"Morris, E",5,10,2,0,3
"Hicks, J",8,2,4,3,2
"Anderson, K",13,5,5,1,0
"Hunter, A",9,1,1,1,2
"Johnson, A",9,5,2,4,1
"Hamilton, M",4,1,5,5,1
"Zeng, L",1,4,6,4,1
"Pacheco-McEvoy, R",5,8,1,0,0
"Kim, S",4,7,1,5,1
"Riopelle, C",12,6,5,1,1
"Kelley, M",0,11,2,6,1
"Maurer, J",12,13,2,5,3
"Minor, A",10,12,1,3,2
"Villalobos, J",13,11,5,4,3
"Foote, R",9,5,4,3,2
"Montrul, S",12,7,1,3,0
"Tu, R",14,10,3,4,1
"Fredrickson, M",7,8,1,4,3
"Huang, W",8,4,2,1,0
"Chen, Y",0,1,3,0,1
"Muyot, M",1,3,4,3,3
"Marden, J",13,10,1,3,2
"Lopez-Hernandez, H",8,5,2,2,0
"Salerno, M",5,11,3,4,3
"Cooper, R",1,8,3,1,1
"Yeh, J",3,3,1,5,0
"Booker, C",2,8,2,4,2
"Neumann, A",6,2,5,3,1
"McFarquhar, R",6,1,4,2,0
"Baker, D",13,4,2,6,1
"Allender, M",7,6,5,0,1
"Brewer, T",5,6,4,1,2
"Sarmiento Barbi, I",11,2,2,1,2
"Jorge, J",1,8,1,2,3
"Dieckman, C",8,5,3,6,2
"Autrey, R",5,9,2,5,1
"Garza, B",4,10,1,5,2
"Estep, C",3,6,1,3,2
"Snyder, R",7,8,2,6,0
"Selin, D",11,10,2,0,3
"Winter-Nelson, A",13,1,6,3,3
"Rouhi Rad, M",3,3,1,4,3
"Miller, T",0,3,5,5,1
"Ellinger, P",3,2,4,2,3
"Arends-Kuenning, M",8,9,1,0,3
"Yin, Y",5,2,5,5,1
"Sloffer, E",11,10,3,1,3
"Wooten, J",6,11,6,5,1
"Tran, S",6,4,4,6,3
"Heinrichs, P",1,4,1,2,2
"Luchini, V",9,2,5,6,2
"Granger, K",4,3,4,0,3
"Hamann, A",2,6,6,6,3
"Coverstone, V",2,8,4,2,2
"McKee, M",12,3,6,3,2
"Gower, R",1,7,5,3,0
"Felix, T",5,13,4,1,2
"White, B",11,2,6,3,3
"Butler, A",6,9,2,0,2
"Gottlieb, A",3,8,3,3,3
"Zobler, K",1,11,1,2,1
"Alshabeeb, F",6,9,1,6,1
"Andrejasich, M",1,7,3,1,3
"Martinez Martin, R",11,6,3,4,0
"Squier, J",3,3,5,4,2
"Salehi Vishkaie, R",10,2,3,0,3
"Kilps, N",9,4,2,5,2
"Stabler, A",1,1,4,3,1
"McCluske, M",11,11,3,0,3
"Seifert, M",1,13,5,0,0
"Cross, C",6,5,1,5,3
"Foley, R",5,12,6,6,1
"Maxwell-Smith, M",14,1,5,5,0
"Magelli, P",11,2,3,4,3
"Ghosh, A",7,10,3,0,2
"Vozenilek, J",2,3,1,1,1
"Williams, K",0,10,4,0,0
"Viswanath, S",11,6,3,3,3
"Mondal, P",0,6,1,3,2
"Rood, M",7,5,1,4,3
"Saat, M",2,3,4,5,3
"Delaney, C",5,6,1,6,0
"Wang, A",14,4,3,5,3
"Simons, C",14,11,2,5,2
"Sotelo, A",5,9,1,1,3
"Shen, C",1,9,2,0,1
"Tian, S",13,7,6,4,0
"He, C",12,3,2,1,1
"Yang, W",10,8,4,0,3
"Smaga, L",4,10,2,6,1
"Liu, H",9,13,4,6,1
"Nakamata Huynh, S",5,11,1,6,0
"Blaha, D",14,3,5,1,1
"Nelson, B",7,1,5,0,1
"Biondo, J",6,4,1,2,2
"Santa Maria, P",4,11,4,6,1
"Spinner, D",1,13,5,2,2
"Tucker, K",8,4,1,5,2
"Barnes, B",6,12,5,1,1
"Kelly, K",0,6,1,3,0
"Kim, A",4,1,3,1,3
"Saclarides, E",11,7,5,4,0
"Wallon, R",0,3,1,0,2
"Osborne, M",7,11,6,3,3
"Laurence, K",10,13,2,1,3
"Basinger, E",1,10,3,3,0
"Irwin, K",11,8,6,6,3
"Hanzawa, Y",1,7,4,6,0
"Fagen, W",0,12,3,1,3
"Rubins, J",14,10,1,4,2
"van Doren, A",14,9,1,6,2
"Efremova, T",10,5,6,3,1
"Weidman, L",12,1,4,0,0
"Smith, H",4,8,4,3,3
"Pretty, J",13,11,5,1,2
"Sakya, M",14,4,4,2,3
"Lindberg, T",12,8,2,6,3
"Oyler, E",9,1,6,2,3
"Sharma, A",3,6,6,2,0
"Goldshlag, W",5,3,5,2,3
"Wu, Y",0,6,4,2,0
"Kairouz, P",10,6,3,5,0
"Wasserman, D",5,6,5,2,3
"Feng, M",13,9,2,4,3
"Trick, T",5,11,6,6,1
"Bottan, D",6,4,5,2,1
"Zhang, C",0,1,5,2,2
"Dent, K",7,7,3,2,2
"Fan, R",10,3,6,4,1
"Park, W",7,7,1,3,0
"Williams, S",8,1,1,6,2
"Mayo, C",0,8,5,5,3
"Patterson, W",6,1,6,6,1
"Dai, Y",11,7,6,5,2
"Larson, S",9,11,1,5,0
"Durack, G",0,8,4,6,3
"Vojak, B",0,5,4,1,2
"Holguin, M",14,7,3,4,1
"Simon, K",1,11,3,0,2
"O'Brien, M",7,2,3,2,3
"Pulsifer, R",14,1,4,5,1
"Young, J",4,13,6,3,3
"Koshy, S",4,10,6,5,3
"Foote, S",8,7,2,0,3
"Giani, M",6,11,6,5,2
"Doshi, N",14,8,3,0,2
"Xu, S",12,13,4,5,3
"Espelage, D",5,7,6,3,0
"Sunderman, J",1,3,6,0,1
"Robinson-Cimpia, J",10,6,6,2,2
"Mette, A",2,11,2,6,0
"Ersahin, N",12,6,3,2,2
"Sinow, D",4,9,3,0,3
"Zsombok, G",12,13,2,4,0
"Furrer, L",0,9,5,4,2
"Garrow, T",8,7,6,3,3
"Nedich, A",9,12,4,5,0
"McFarland, D",13,2,3,3,1
"Thurston, D",7,9,3,4,1
"Mandondo, A",0,8,5,2,1
"Greenberg, J",8,9,6,5,0
"Kogler, M",7,12,3,1,1
"Dorantes, L",11,2,5,0,0
"Waranyuwat, K",10,6,5,6,0
"Heumann, M",11,10,3,1,2
"Del Mastro, N",11,11,3,5,1
"Glenn, B",12,13,4,4,1
"Kutz, E",13,1,2,0,0
"Hallmon, A",5,1,6,2,3
"Watson, S",14,11,2,1,2
"Williams, M",13,8,1,2,0
"Bettine, J",6,6,1,6,0
"Escanilla Huert, S",8,2,3,3,2
"Jacobsen, N",4,1,3,6,2
"Marquez, J",2,7,1,0,1
"Dreier, E",13,10,2,2,3
